UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,Failure_type,vib_rms,vib_crest_factor,vib_bpfo_energy,vib_bpfi_energy,vib_bsf_energy
2333,M,298.21,307.49,1690,35.63,114.3,0,No_Failure,0.09971785929202089,3.2831664182820544,65.3756586908854,47.596165668935654,28.449070436943906
2334,M,297.79,304.59,1056,33.15,51.4,1,Heat_Dissipation_Failure,0.06353828558410998,3.346308854962647,26.760257740198355,21.1043611825485,12.478130217239471
2335,L,297.02,306.53,1502,39.0,2.6,0,No_Failure,0.05804242070766854,3.0135750200586022,9.932630188784415,12.846334396393782,8.386708694318116
2336,L,300.29,310.33,1428,32.72,97.9,0,No_Failure,0.08362743916406601,3.2639327671981744,50.72782057711567,37.27198499187448,18.61893958746171
2337,L,302.32,312.19,1745,27.51,162.1,0,No_Failure,0.15802816027215796,2.461549337496279,98.4545886293199,79.49834466314421,47.224144494305705
2338,L,299.63,311.61,1405,47.28,238.5,1,Tool_Wear_Failure,0.308393965228074,2.616286953165195,174.70759717599998,173.44380736155367,102.47575274961575
2339,L,296.99,307.56,1593,9.37,192.5,1,Power_Failure,0.20992194872526523,2.736860812215146,164.60621793018302,95.63914838545386,62.79995347040833
2340,L,301.68,312.21,1666,32.82,57.5,0,No_Failure,0.06446407951408058,3.8331229037995582,21.132524172199123,18.931030185983126,13.356615322658435
2341,M,303.37,311.73,1231,26.58,87.1,0,No_Failure,0.07603592243549988,3.6636915023849754,38.19987257179178,33.61262418552417,19.062594640779263
2342,L,298.71,308.34,1475,41.42,130.1,0,No_Failure,0.11748361756408654,2.7907809661267082,61.68500300156082,58.551790750055495,29.532187724207393
2343,L,299.04,308.56,1422,18.11,47.8,0,No_Failure,0.05913415606095324,3.110544097960257,23.41948658653301,14.42108402518198,8.544533920116073
2344,L,301.03,310.25,1670,45.48,208.2,0,No_Failure,0.23955259322727904,2.7741617131233145,152.43585213130905,133.18865153896243,72.53486959675605
2345,H,303.24,312.44,1622,46.56,47.0,0,No_Failure,0.06273535668254562,3.407439943461621,19.74030059060013,16.042752940387473,11.26834226572937
2346,M,298.96,307.15,1458,23.67,75.5,0,No_Failure,0.07347817353236274,3.0940237343512083,39.980099842909645,27.359453484730246,15.720501935666345
2347,M,297.34,306.06,1311,41.91,147.4,0,No_Failure,0.13768763193496036,2.7723120335026454,87.61204767376114,58.71657737578326,43.750568767892815
2348,L,301.26,312.14,1687,45.16,30.8,0,No_Failure,0.06003315862361356,2.9419265688512284,20.531043620520553,11.784472106383733,8.657718601591913
2349,L,301.6,311.46,1488,49.4,156.2,0,No_Failure,0.1493788436488992,2.4721445633200188,113.90402629051931,69.64475699135409,43.86838104590894
2350,L,300.01,309.51,1209,25.31,236.1,1,Tool_Wear_Failure,0.3016642701962806,2.4745452006053603,199.9872246317643,170.53044213657557,91.51802067726855
2351,M,298.88,308.88,1224,23.9,175.9,0,No_Failure,0.1800658045926177,2.6798428236444085,139.29310074894025,90.37598913886438,43.05910081478546
2352,H,301.99,313.16,1579,55.03,208.2,0,No_Failure,0.240701643791004,2.511203730287102,164.25132751082657,124.47571204844029,57.39147883625519
2353,M,301.06,311.06,1270,31.78,112.6,0,No_Failure,0.09735589418414224,3.3857708973215086,45.98926596480664,45.046529025234555,23.1489248834969
2354,M,298.46,309.0,1835,34.73,94.3,0,No_Failure,0.08574901284077721,2.9085531600912984,44.51323591362666,34.80596715382409,23.08724432742014
2355,M,300.1,309.25,1331,46.33,85.2,0,No_Failure,0.07842731961704434,3.1347841235443235,41.229018790727665,24.912949410004128,22.325935312888667
2356,L,297.3,306.68,1500,28.31,165.1,0,No_Failure,0.16123552145404138,2.621245000410671,108.32888226283639,85.3391262305737,52.74981442084001
2357,H,301.37,311.73,1529,37.34,134.6,0,No_Failure,0.12280417537439253,2.8419568443547094,86.48143521719827,47.13863993844529,26.20013351003896
2358,L,299.48,311.37,1369,48.92,118.1,0,No_Failure,0.10296181686204872,2.9158117949085605,54.927492984634455,48.487785723815065,26.500863543531768
2359,L,299.13,310.56,1097,25.79,25.2,0,No_Failure,0.05851836974650194,3.595902707359621,16.982180253748183,16.486491729147435,10.604950561880104
2360,L,299.93,310.52,1534,35.0,168.3,0,No_Failure,0.1668059094887106,2.9116812128340075,112.1530165076069,83.49371483986056,43.24822960571088
2361,L,300.08,310.23,1364,28.73,181.3,0,No_Failure,0.18940938840109114,2.4812382782545623,137.5548804297763,105.5174008116404,56.60037716162086
2362,L,301.79,313.19,1521,32.26,49.0,0,No_Failure,0.06334110070538082,3.648499319763784,23.534419806979727,17.58962058997772,14.322761456633637
2363,L,301.18,311.98,1478,51.86,189.9,0,No_Failure,0.20531752455992727,2.7293239652082617,134.2161924253614,113.39823395633067,49.78540565285062
2364,L,299.69,307.39,1547,54.05,219.8,0,No_Failure,0.2660011948688261,2.6705804056092166,189.78626770588548,129.54083041304278,86.63687107102345
2365,L,301.53,310.47,1781,42.58,43.7,0,No_Failure,0.06110471375369239,3.564224013861997,21.14181442196898,18.44848510832754,9.560027910143093
2366,L,300.8,311.14,1402,45.32,113.0,0,No_Failure,0.09852906728274294,2.900208410830035,53.17189918890441,44.9540204067638,30.892291894458587
2367,L,299.15,307.36,1416,45.05,219.0,0,No_Failure,0.262912831365146,2.412893413040184,197.4033630799842,119.96282812257115,74.90195162538204
2368,L,299.75,308.85,1200,33.28,121.8,0,No_Failure,0.10583125383608441,3.092970857849511,59.64109731196338,47.20277079867698,33.58866499989213
2369,L,299.7,309.0,1465,42.38,203.8,0,No_Failure,0.23098453060200588,2.755380269375134,168.93533356374508,103.53491559036692,74.57551413369413
2370,M,301.01,310.75,1574,27.05,56.9,0,No_Failure,0.06417985960243625,3.63577951613622,20.897638704934703,15.416017742782845,13.727117624311274
2371,M,299.27,308.98,1413,30.41,19.0,0,No_Failure,0.05765532246336891,3.1840047953189496,16.66959736075144,12.248578248496159,9.949524774483967
2372,M,299.22,308.93,1575,39.13,17.9,0,No_Failure,0.05829793329555476,3.1263562522104844,15.49717164697038,11.0062932835307,10.744492914563367
2373,M,303.94,314.76,1468,29.39,246.1,0,No_Failure,0.3266881644726993,2.6228875750567493,217.9911624287776,173.20734124099405,96.49498402911667
2374,L,301.88,311.61,1266,27.27,41.2,0,No_Failure,0.0626158397445861,3.2895945398015467,22.101954832798807,12.53532391311576,9.617004662682655
2375,M,298.48,308.09,1556,32.88,219.2,0,No_Failure,0.2648532655065552,2.8265919689220054,202.53919727201486,138.3909487047166,90.34273544513957
2376,L,301.14,309.79,1463,51.46,78.9,0,No_Failure,0.07272519331954318,2.9467634172245925,36.10206457244612,23.476694646149458,14.483963070050642
2377,L,300.24,311.26,1522,55.57,10.0,0,No_Failure,0.05652321755804131,3.6245292705418817,14.090511471136162,14.872788996553306,6.5901138614363886
2378,M,300.78,310.11,1398,39.67,63.2,0,No_Failure,0.06474191313960995,3.5300579348902787,29.26400148508894,15.39514279181153,16.321897805952418
2379,L,300.27,309.19,1382,45.82,126.4,0,No_Failure,0.11095623062695899,2.653749416145351,78.37481814636547,54.76680043377787,24.517707116311207
2380,M,302.38,312.59,1528,34.37,29.7,0,No_Failure,0.05968669328781846,3.653484603843505,21.40987718162391,12.243239608276996,6.772672617234354
2381,M,300.69,309.92,1458,19.34,233.5,1,Tool_Wear_Failure,0.2963114055054828,2.662512243739695,232.54107061328907,152.41802967675684,98.17581140828504
2382,M,299.88,309.35,1810,31.06,228.0,0,No_Failure,0.2839322505193856,2.362212577865017,174.07906399314405,157.00004505270127,93.23209048674885
2383,H,302.08,312.34,1644,36.92,42.3,0,No_Failure,0.06277887845986731,3.111683401117338,19.69559061139253,13.479480229300473,15.192998163659537
2384,L,300.47,310.14,1598,41.41,184.3,0,No_Failure,0.1967016404368893,2.674042001685054,142.7036359213267,86.58038215694307,66.89304905855076
2385,L,300.24,312.55,1468,38.99,115.2,0,No_Failure,0.09941160142907142,2.702587315712282,58.201125626278085,44.155460801407834,26.219217749845086
2386,L,300.63,310.55,1135,37.18,245.5,0,No_Failure,0.3201981266184758,2.4876715605695967,200.61525880607334,164.9128691624316,106.28638864800647
2387,L,299.81,310.43,1355,34.25,13.9,0,No_Failure,0.056933460148477354,3.2045258104445846,14.29779934551031,8.409203009601347,9.164769693339416
2388,M,300.02,308.08,1383,43.44,120.8,0,No_Failure,0.10580533666530015,3.539002602768921,70.51942946817353,50.64219620716078,29.788293210906815
2389,M,298.83,307.97,1451,26.36,74.4,0,No_Failure,0.07017502044902191,3.1920730268500916,36.16009847903451,27.48769473075005,16.377996515450185
2390,M,298.5,307.41,1494,48.02,184.6,0,No_Failure,0.1971594781769632,2.6236316709392953,152.333128980725,108.41461050535106,66.68804591842769
2391,L,298.0,307.05,1618,34.14,27.8,0,No_Failure,0.057666462436133804,3.3485661541214427,18.563965039662794,13.535337472051587,8.614004926479076
2392,L,297.22,307.63,1549,60.67,157.0,0,No_Failure,0.14989823619728324,2.9771314022355018,104.15287381684657,64.86951939540356,52.68926373574729
2393,L,298.24,309.28,1709,36.85,237.0,0,No_Failure,0.3038331492851594,2.617516435018782,178.2332036031086,139.56042423771459,105.20198995299396
2394,L,299.65,310.0,1444,35.2,113.5,0,No_Failure,0.09831916095365377,3.033899700938802,54.54764725654091,42.696843824615236,28.006871941181757
2395,M,300.21,309.98,1546,34.37,116.6,0,No_Failure,0.10112337850517897,2.9305363786664023,59.7428646566266,43.386757925807565,29.928169441523806
2396,L,299.46,308.83,1562,35.3,123.9,0,No_Failure,0.10816178519649582,3.0592993156449557,73.23006141587948,58.500573407714896,29.35850045375994
2397,L,295.29,306.4,1544,46.07,103.9,0,No_Failure,0.09300881965526159,3.2365220005307664,49.454246590835815,38.524141344550806,28.117774708530007
2398,L,303.15,315.22,1731,39.58,111.9,0,No_Failure,0.09698267132673352,2.8555046748338064,60.84497511649519,37.25581315612885,23.04506804098139
2399,M,302.17,312.31,1645,49.87,118.8,0,No_Failure,0.10327394203200393,3.153677897979856,58.3723514332939,49.29713899204198,30.17943119641484
2400,M,300.89,311.83,1263,44.64,252.5,1,Tool_Wear_Failure,0.3383857191676289,2.4458314392715814,254.99342882474377,135.79068792978623,107.39872415845855
2401,L,303.81,314.16,1479,40.31,29.1,0,No_Failure,0.05707026787678409,3.209425166146487,18.431250146416886,12.040940691104916,9.801721010628084
2402,L,298.05,308.8,1497,43.73,71.3,0,No_Failure,0.07100587203284879,3.301121293693358,35.670658613675286,23.269074917413846,13.398406423456798
2403,L,303.78,312.61,1887,51.96,52.7,0,No_Failure,0.06316218737138823,3.197107464453485,25.356456920161413,15.894688912438728,10.365842023616004
2404,L,298.07,307.58,1441,46.57,136.0,0,No_Failure,0.1243088234331381,3.0049273280808726,65.77340871355419,47.17656903758641,38.09972055791434
2405,M,300.48,310.87,1323,42.81,3.7,0,No_Failure,0.05670440258832796,2.9057356280661266,14.904538165706585,11.048523866723485,7.65258756234745
2406,M,297.45,308.66,1579,44.23,233.3,1,Tool_Wear_Failure,0.294576197041636,2.6257532009588767,202.31528547696502,157.25385542735336,70.11642305082475
2407,L,300.03,309.21,1589,28.47,132.8,0,No_Failure,0.1182231889182159,3.50767393185099,83.01441957491299,57.361117057111116,35.296955510595296
2408,L,300.77,308.74,1487,65.72,224.0,1,Overstrain_Failure,0.2739285987059546,2.387841018548859,216.3164306581184,122.12063056515863,85.95989365534126
2409,H,299.69,309.19,1460,45.28,91.2,0,No_Failure,0.07981631955244375,2.9134376623697684,46.6752291295055,28.982702539624086,24.802168393412927
2410,L,301.43,312.44,1671,46.28,37.5,0,No_Failure,0.05947578732295859,3.187795960135769,16.48674515589793,21.26685396083306,8.41758441177832
2411,M,300.2,308.61,1346,39.71,51.1,0,No_Failure,0.06384880387444328,3.8066186016000727,24.54016504475135,17.76344311472007,13.211537306018188
2412,L,298.96,307.78,1439,17.02,117.7,0,No_Failure,0.10116748733050032,3.045670969597866,48.42275273548698,40.130536584529914,27.461853013985284
2413,L,298.87,309.02,1406,37.35,10.1,0,No_Failure,0.05679721479529446,3.248850500891954,16.13035861379649,9.109395459687933,7.629626435786644
2414,L,301.62,311.51,1697,40.76,195.5,0,No_Failure,0.21514881560786117,2.488424950968052,160.64010082372135,120.2162118010037,68.55867611238196
2415,L,298.69,309.29,1551,31.77,197.7,0,No_Failure,0.21942052852156413,2.873051346822111,167.4005663524174,83.33023440771798,75.44073706916777
2416,H,301.83,310.6,1308,31.68,180.5,0,No_Failure,0.1889062997993556,2.742323732672173,113.5183455935557,75.57909637888527,64.57174278587361
2417,L,302.45,312.12,1326,36.61,224.1,0,No_Failure,0.27420445317161274,2.4651734484618837,212.73889850288717,136.18220704778884,70.98384889390807
2418,L,296.66,307.86,1837,47.72,137.4,0,No_Failure,0.12543407109684243,2.9233968110775694,75.62796375459959,50.11999927613312,32.8502606998666
2419,L,302.27,311.07,1695,52.56,119.8,0,No_Failure,0.10666575711143977,3.122991688791604,71.34771372202286,55.494668644369185,32.045397859080694
2420,L,304.12,315.6,1651,41.71,132.3,0,No_Failure,0.12167850115639005,2.9115870264120582,85.56713207209668,62.711218112473915,37.604815170310104
2421,L,300.5,309.44,1502,34.33,45.5,0,No_Failure,0.06398383730756836,3.0863072425302303,21.90255803087897,18.334174119736417,12.253050820192456
2422,L,301.2,312.05,1772,36.38,128.1,0,No_Failure,0.11368015919249157,2.624304488242203,62.680583303223855,45.26161014942065,32.50103065293904
2423,M,302.07,311.7,1301,41.0,138.4,0,No_Failure,0.12587765621465505,2.9426138198950444,74.39282393127081,64.50204238489329,42.97565011572302
2424,L,299.45,308.3,1636,42.18,191.1,0,No_Failure,0.2109256959802891,2.6079634911614207,136.58551278342185,104.12872849340089,64.05643220794774
2425,L,300.36,309.87,1420,44.35,87.0,0,No_Failure,0.07878025651235242,3.274928629516143,46.15796316869246,25.911182535122304,15.200602053405433
2426,H,297.37,307.92,1455,35.61,28.1,0,No_Failure,0.05839903360679918,3.744729057356896,19.2589887438998,16.723774327316953,9.872732278672206
2427,L,300.28,310.27,1631,45.29,149.4,0,No_Failure,0.14260374634388448,2.674943455718009,101.00723142533543,76.04581652848397,35.180352964982006
2428,H,301.0,312.11,1474,44.5,202.0,0,No_Failure,0.22671254898877527,2.584306986515258,126.6371983372851,125.66561974839226,57.374259680980344
2429,L,301.03,312.47,1422,36.05,242.4,1,Tool_Wear_Failure,0.3179413975516811,2.592604278228479,250.07449309390512,159.80047607094193,84.16692780333916
2430,M,302.13,310.95,1411,22.81,25.6,0,No_Failure,0.057447733688993675,3.2630868520833722,14.310495034983639,13.376252797599745,11.870432976611475
2431,M,298.45,307.19,1142,31.15,189.6,0,No_Failure,0.2073709603361921,2.491421964535152,131.89989413376904,117.89441125683906,69.91161166272767
2432,M,298.93,307.63,1637,55.68,152.0,0,No_Failure,0.14649510853193298,3.1775383490467974,87.99787830754346,64.06556080945039,39.580198346974925
2433,H,303.79,312.89,1319,23.06,8.8,0,No_Failure,0.05718053798813724,3.2875971753850295,15.083229269446587,11.06043833395807,7.392903791124322
2434,L,299.7,310.8,1835,53.18,179.6,0,No_Failure,0.18590574981978433,2.679837855745828,124.42859096904837,91.7300511789275,45.77467869655563
2435,H,300.4,310.96,1448,22.71,11.6,0,No_Failure,0.06037892171556873,3.1311029345608232,18.406706239260068,12.635797941029985,10.76198743514973
2436,L,299.87,309.32,1736,32.27,196.3,0,No_Failure,0.21762101814666812,2.7063414545006808,141.37820464438124,119.96431966652074,55.62208148682558
2437,L,298.36,308.35,1174,36.25,180.3,0,No_Failure,0.187312846310309,2.84480785254992,108.83014483240588,74.29619184361145,46.785263729034604
2438,L,303.25,314.65,1632,57.82,172.0,0,No_Failure,0.1742217358366374,2.444676117071525,124.16094420327005,94.12010035291352,41.601781372260405
2439,L,298.94,310.85,1678,40.26,30.0,0,No_Failure,0.056937316278045325,3.8899859021303858,14.317783587223195,14.503588734846065,6.759835089254915
2440,L,297.75,308.0,1735,37.86,229.8,0,No_Failure,0.2893785602166227,2.476611973058617,198.4464541544772,156.53029223574705,73.62676504670812
2441,L,299.1,306.44,1225,30.65,224.7,1,Heat_Dissipation_Failure,0.27710615648361553,2.5950442536073624,217.49476668577685,148.6835263136451,71.3981233980142
2442,L,296.0,306.29,1374,45.22,225.1,0,No_Failure,0.2778109579162652,2.4874723979347224,163.83002855168678,108.93629793368436,67.39409890950898
2443,M,298.7,309.63,1604,34.87,93.1,0,No_Failure,0.08350487210014913,2.8048361055010003,39.478089778073404,38.29962963174072,22.91598152280945
2444,M,298.06,308.29,1527,37.71,126.0,0,No_Failure,0.11335370917547936,2.874102637316796,78.44204475615187,47.53586759875332,28.603057168696083
2445,L,301.23,311.96,1553,36.42,28.7,0,No_Failure,0.05699279618343476,3.1456004842451954,16.984711041968755,10.321104137214954,7.574836575706444
2446,L,298.65,309.01,1435,47.2,12.8,0,No_Failure,0.05840270923826049,3.1494072601871133,15.769225847418285,12.774759182047106,7.786880475471736
2447,L,301.78,310.54,1779,47.62,14.7,0,No_Failure,0.05814833864396994,3.4067611201059806,16.798816442929777,12.357396901092526,5.300140132028639
2448,L,302.8,311.91,1970,31.1,142.2,0,No_Failure,0.13099430982427246,2.8381037040246526,84.29387071443523,56.57396147674631,41.46225416107789
2449,L,301.56,311.24,1519,33.73,80.4,0,No_Failure,0.07510609650786265,2.896706782571469,42.35626797519674,31.47777902657914,18.370332680863633
2450,L,299.57,310.63,1582,32.74,144.9,0,No_Failure,0.13592250102802514,2.9783593409904734,96.39713600348452,69.06363970935755,32.72131454200444
2451,L,300.28,309.52,1510,41.83,148.2,0,No_Failure,0.13892016300756668,2.6753999833487816,83.27352860583119,60.748470664988595,44.07161641246619
2452,H,296.95,307.41,1731,49.07,231.8,0,No_Failure,0.2917355168476912,2.4432474442120395,217.1854167657139,134.91999193459415,73.91100484469402
2453,L,299.73,310.04,1649,41.97,220.6,0,No_Failure,0.2684790837052497,2.4352345514588696,196.93817373617165,151.3939936604509,93.57030125025445
2454,L,298.28,309.87,1308,18.09,179.6,1,Power_Failure,0.18480591868118817,2.681770031688715,109.75861699713403,71.72529686262872,62.683560481559866
2455,L,301.39,311.35,1390,47.6,204.6,0,No_Failure,0.23249515985730013,2.800287767379055,183.0983194876275,119.44044572144446,79.19751729198443
2456,L,305.15,313.39,1318,26.51,0.8,0,No_Failure,0.059345820691746695,3.0397319672615297,17.126370753777543,13.304024596474852,7.192948663890053
2457,L,301.0,311.65,1985,32.85,3.9,0,No_Failure,0.05807344997110253,3.216094093777631,12.921627344763387,12.753248228759169,9.367825219687859
2458,M,296.02,308.16,1614,41.98,117.6,0,No_Failure,0.10552336810837169,3.0314606628582563,64.3498001984534,42.20357267072194,32.21146449138495
2459,L,299.28,309.99,1393,39.16,163.4,0,No_Failure,0.1605103667695464,2.617640744932967,119.72665529135611,73.03088578582401,52.47907363773916
2460,L,300.24,309.46,1378,48.73,198.5,0,No_Failure,0.218508606501938,2.6705017137198794,148.54311466839295,111.69078210233938,55.487832991612315
2461,H,300.17,309.09,1645,33.89,116.8,0,No_Failure,0.10206580994222578,2.919349830002014,61.69487854470228,44.83391982286789,31.649622765339448
2462,M,298.54,307.59,1663,30.33,238.0,0,No_Failure,0.3092872661687983,2.5160503706296207,237.6201187262438,128.27438786420308,102.80499738400282
2463,M,300.49,312.49,1644,36.88,206.7,0,No_Failure,0.23657020960851846,2.790705391084464,150.795281983111,117.35415558780942,73.45042031601498
2464,L,297.51,307.19,1423,49.77,25.7,0,No_Failure,0.05842203764489033,3.178006099757481,16.15900739123141,13.346705113462793,7.791953602021944
2465,M,298.11,307.45,1555,46.3,113.0,0,No_Failure,0.09774084800107613,3.018832352939278,67.76473290289199,40.412203757037375,28.58500711402071
2466,L,301.29,311.13,1520,40.87,248.7,1,Tool_Wear_Failure,0.3327714486634032,2.418691703732135,262.42541905993426,188.15103799860816,99.01995033496237
2467,L,297.97,307.65,1331,53.26,102.5,0,No_Failure,0.08979083960856185,3.387935821520176,49.83536069581752,33.158028191937284,20.917222751925372
2468,L,301.08,312.64,1333,51.45,96.6,0,No_Failure,0.08407161155388747,3.0901216302317303,46.99277031742684,33.39504947765063,20.690675792815785
2469,L,297.26,306.25,1574,47.88,73.5,0,No_Failure,0.07097019006546817,3.2774361319446728,27.219639477267794,20.431685665991665,14.668109807581795
2470,L,303.53,314.71,1535,28.22,121.6,0,No_Failure,0.10677157824453096,3.7931229191366906,62.928174857297115,51.50537580186312,27.156625920428638
2471,L,298.45,308.57,1600,47.83,182.5,0,No_Failure,0.1940151335712486,2.7214744113122307,132.52505039143625,96.19646251551316,63.16321222805043
2472,H,299.55,310.76,1642,37.98,16.9,0,No_Failure,0.05810274128355299,3.2395791774808904,14.429246961451357,9.261519929579785,10.763209904581093
2473,H,300.66,312.24,1770,36.05,213.9,0,No_Failure,0.2514641884888085,2.5256527660956305,163.61821219432284,118.71264548366536,78.66408857460829
2474,M,298.87,308.95,1360,33.17,232.4,1,Tool_Wear_Failure,0.2904295276635126,2.4045576990811934,227.7815935914781,164.47039048649782,91.50313633878442
2475,L,300.29,309.97,1613,38.28,195.3,0,No_Failure,0.212617197055877,2.4554877606812537,144.38559862080453,109.03149505640947,69.5715127277507
2476,M,301.15,311.22,1635,33.74,231.9,1,Tool_Wear_Failure,0.29117434186849445,2.3171977384781193,194.28750709850408,154.81945123334557,76.76940387461447
2477,L,301.92,311.83,1444,41.7,23.7,0,No_Failure,0.058421158065652505,3.664156454213079,16.90470728685326,10.10966336537024,10.220807811827775
2478,M,301.58,309.93,1522,38.27,115.5,0,No_Failure,0.10208126502475805,2.834169043113116,69.60217532090148,48.77089371701327,25.358215231225483
2479,L,299.66,311.21,1448,42.21,17.8,0,No_Failure,0.05694473646545499,3.554119122775193,14.43040685468676,12.098908284180158,7.07223519628061
2480,M,299.71,309.95,1880,45.53,212.2,0,No_Failure,0.24736902992124818,2.519865627312618,165.64794650392918,117.48299427305582,67.4962518867639
2481,L,304.7,313.54,1519,37.06,238.1,0,No_Failure,0.3061990928493953,2.4169588691587456,243.03161080578195,176.22402483590875,87.27399179752061
2482,M,301.9,309.83,1581,32.63,77.4,0,No_Failure,0.07454500891716885,3.1488897005019876,33.710411928822396,28.430227557141627,19.234668918183853
2483,H,298.16,305.83,1452,19.94,138.8,0,No_Failure,0.12730572627249281,2.841631738663227,92.6838198692774,66.91137310979836,42.24806291927533
2484,L,300.2,310.97,1414,47.71,74.4,0,No_Failure,0.07102606576194348,3.834584389967748,33.626603199051885,22.250728349640283,15.82474936510823
2485,L,299.33,308.71,1266,40.79,94.7,0,No_Failure,0.08392631465284267,3.176352661261128,44.6783541328901,31.481317052332425,22.106784470917347
2486,H,299.73,309.27,1698,38.24,124.1,0,No_Failure,0.11122755595236758,2.610368801561786,73.0934813136767,55.26450646745941,32.790350515256755
2487,L,297.54,308.03,1638,51.72,197.7,0,No_Failure,0.22239663071147753,2.646492746546276,130.56887957339262,97.1649443881485,65.88151574557723
2488,M,299.18,308.66,1446,27.11,39.7,0,No_Failure,0.05916413246676339,3.317444141986151,18.009682141044355,15.305326307919186,7.803398995127522
2489,L,303.62,314.17,1338,40.56,39.3,0,No_Failure,0.06071918102092925,3.4587888866004093,18.00361684179892,17.90560911497011,10.186633973702424
2490,L,301.16,311.25,1532,30.36,50.5,0,No_Failure,0.06303537915086796,3.8289898620118468,21.24816075536692,16.570528902414445,12.238212557921116
2491,L,295.02,304.93,1410,46.56,13.3,0,No_Failure,0.05858223450011592,3.391042307867061,15.473702748332723,13.064639828709607,5.505101565472258
2492,L,302.43,310.86,1460,17.74,160.9,0,No_Failure,0.15467175735717106,2.911613586019965,116.30967119468066,68.81704322789449,50.11146418757049
2493,M,302.18,311.36,1273,48.04,50.5,0,No_Failure,0.06006939469341589,3.483869297912164,17.73938245040468,19.431924982639423,11.048197475987722
2494,L,299.28,309.88,1539,47.63,109.4,0,No_Failure,0.09309472647893076,2.8889241754895556,44.192351839513236,45.978059632267374,24.914053520058044
2495,L,301.43,310.75,1543,30.77,171.4,0,No_Failure,0.17458228507459905,2.741555919003518,104.31210034934868,95.89614739306961,57.93473272908214
2496,L,298.28,309.49,1697,40.66,112.2,0,No_Failure,0.09934099296594491,3.3647874728312805,65.46894359996661,48.8859998532178,30.299433284048312
2497,L,299.06,311.41,1473,30.98,226.5,1,Tool_Wear_Failure,0.27792058717403456,2.838085730829686,153.7049253477569,158.42537056169925,72.50535259566227
2498,M,303.0,313.65,1440,44.28,195.3,0,No_Failure,0.21467776548226705,2.4661756555438243,114.9966843501437,83.81352555750411,73.4047440190991
2499,H,299.46,310.95,1220,48.2,73.3,0,No_Failure,0.07168612261613927,2.955758940337177,37.816734571725156,19.60276558946562,12.935628034482601
2500,L,296.26,306.98,1698,29.95,32.6,0,No_Failure,0.05944627587835901,3.5307113796308522,20.052217843834168,13.08625703113357,7.767857332948578
2501,M,299.87,309.34,1661,27.03,226.6,0,No_Failure,0.2801454547454648,2.531967730010143,221.3081184962782,114.01938733335041,93.94684116419532
2502,M,299.84,310.04,1505,50.96,102.2,0,No_Failure,0.08878567296804353,2.983990773276292,39.53845032088769,34.37778420854549,23.716782421876104
2503,L,302.4,314.41,1261,59.41,95.6,0,No_Failure,0.08293918646805712,2.956854752826372,48.33576742732767,24.8891394642263,22.206441670858972
2504,H,300.03,309.51,1281,44.94,207.5,0,No_Failure,0.24168831754903689,2.4735694787441997,179.30309798676518,120.44784904921553,73.72535476736626
2505,L,299.16,308.12,1402,45.68,2.3,0,No_Failure,0.05829374561043367,3.263748948752838,13.984430825860613,8.014596073204343,9.041282824471681
2506,L,302.09,310.96,1674,36.68,112.8,0,No_Failure,0.098489864754258,2.8386556282217468,47.245817776654896,44.725336395766064,25.941268775089235
2507,M,300.24,310.02,1552,41.8,181.6,0,No_Failure,0.19029500625323767,2.815030895981841,144.81269906576517,78.25425457498946,65.73694574743854
2508,L,298.5,307.5,1231,43.51,212.2,0,No_Failure,0.24935275292690234,2.4151345364716947,179.12800131991764,140.03248681725083,72.63137559468271
2509,M,302.31,313.98,1573,38.17,224.3,0,No_Failure,0.27231081915447136,2.751237293919008,148.64708557714562,109.62539796813843,75.97582832075776
2510,M,300.39,310.6,1349,53.5,119.4,0,No_Failure,0.10672279321179542,2.7872434299354434,65.83521814248847,43.89571112675441,30.710792365237147
2511,L,300.01,310.98,1406,41.77,211.9,0,No_Failure,0.2506015073568762,2.5705360600221803,137.4314420739756,144.61326761998012,86.20311274511177
2512,M,300.36,310.06,1675,43.06,11.9,0,No_Failure,0.056492843857977926,3.3561319337830278,13.189832253612401,9.694338262586651,7.151218914147882
2513,L,297.86,306.72,1638,38.38,76.4,0,No_Failure,0.07239409167729448,3.1640494006833646,34.146162686025704,22.765294580904214,15.237924697085594
2514,L,298.94,307.64,1697,39.4,2.6,0,No_Failure,0.05762160278497747,3.165970191974924,16.39526849777514,9.309075160022278,8.66468292343813
2515,M,300.01,309.1,1496,52.19,44.4,0,No_Failure,0.06012860270371778,3.314657191182577,20.40211657425982,16.505055978366155,11.154553103187602
2516,H,299.61,309.96,1659,41.46,186.2,0,No_Failure,0.19867513754724825,2.5435069617047934,152.89246226602037,94.72892488345522,68.13384800525483
2517,L,302.54,313.06,1394,41.69,1.1,0,No_Failure,0.05907692266050405,3.6946012751603763,12.966118944839138,14.190363129384455,6.949240468042435
2518,L,300.43,311.04,1454,41.82,130.8,0,No_Failure,0.11971374485173736,2.931597121508614,83.28852192100416,61.11901309030604,40.612586061594364
2519,M,301.71,310.22,1441,36.35,106.5,0,No_Failure,0.09530980689615007,2.686485023739655,47.42788807501911,32.29742849749211,26.95158307185129
