UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,Failure_type
2839,M,299.18,309.43,1321,33.94,93.0,0,No_Failure
2840,L,297.09,306.15,1322,56.02,98.1,0,No_Failure
2841,L,301.94,310.26,1566,29.53,186.5,0,No_Failure
2842,M,300.29,311.07,1636,50.37,230.6,1,Tool_Wear_Failure
2843,H,298.35,309.26,1645,37.32,46.7,0,No_Failure
2844,H,299.22,309.67,1432,37.94,74.2,0,No_Failure
2845,L,303.36,313.17,1697,44.01,121.9,0,No_Failure
2846,L,299.85,308.59,1555,25.81,153.5,0,No_Failure
2847,M,299.64,308.48,1513,32.0,119.9,0,No_Failure
2848,L,298.12,307.15,1000,27.59,201.4,0,No_Failure
2849,L,296.21,305.98,1353,36.2,192.0,0,No_Failure
2850,L,299.68,310.76,1226,30.91,101.3,0,No_Failure
2851,M,300.65,311.71,1613,53.17,13.2,0,No_Failure
2852,L,302.2,310.55,1517,34.17,48.6,0,No_Failure
2853,L,295.5,304.81,1307,16.22,121.7,1,Power_Failure
2854,H,297.75,307.03,1555,36.66,236.9,0,No_Failure
2855,L,298.84,306.31,1244,48.07,141.9,1,Heat_Dissipation_Failure
2856,L,299.99,310.56,1312,56.3,132.6,0,No_Failure
2857,L,299.71,309.46,1372,37.71,181.0,0,No_Failure
2858,L,299.76,309.64,1597,34.83,38.1,0,No_Failure
2859,L,300.82,312.16,1752,39.86,36.7,0,No_Failure
2860,L,298.19,308.28,1395,44.15,86.3,0,No_Failure
2861,M,301.87,311.44,1738,28.71,251.7,0,No_Failure
2862,L,300.87,311.44,1509,37.56,219.0,0,No_Failure
2863,H,299.36,310.42,1543,39.5,175.0,0,No_Failure
2864,L,303.2,313.5,1489,40.46,97.8,0,No_Failure
2865,L,303.11,313.8,1464,38.55,138.7,0,No_Failure
2866,L,301.87,311.72,1579,30.64,75.9,0,No_Failure
2867,L,293.96,303.88,1633,43.39,168.6,0,No_Failure
2868,M,303.16,313.27,1341,39.55,107.7,0,No_Failure
2869,L,301.59,310.84,1466,39.53,30.1,0,No_Failure
2870,L,304.01,313.44,1800,29.17,53.8,0,No_Failure
2871,M,302.47,313.85,1532,46.4,155.2,0,No_Failure
2872,H,303.16,315.16,1552,30.52,178.6,0,No_Failure
2873,M,301.76,313.35,1710,56.16,27.0,0,No_Failure
2874,L,302.7,311.37,1410,28.21,202.1,0,No_Failure
2875,M,303.99,312.57,1494,47.62,209.1,0,No_Failure
2876,L,300.43,309.24,1647,20.92,180.8,0,No_Failure
2877,L,296.86,306.99,1723,17.42,170.9,0,No_Failure
2878,L,299.39,306.58,1074,34.45,58.0,1,Heat_Dissipation_Failure
2879,L,300.78,310.19,1367,17.4,229.9,1,Tool_Wear_Failure
2880,L,300.15,311.56,1320,47.3,67.1,0,No_Failure
2881,L,297.51,308.49,1478,39.78,45.6,0,No_Failure
2882,M,296.74,306.23,1334,54.01,162.6,0,No_Failure
2883,L,298.52,308.08,1620,38.33,91.0,0,No_Failure
2884,L,301.62,312.18,1531,42.43,233.3,1,Tool_Wear_Failure
2885,L,303.16,314.1,1660,37.32,115.1,0,No_Failure
2886,H,301.83,311.3,1672,31.26,45.9,0,No_Failure
2887,L,302.11,311.88,1622,35.93,239.4,1,Tool_Wear_Failure
2888,L,299.84,309.27,1440,27.96,128.9,0,No_Failure
2889,M,296.52,305.18,1519,43.87,132.6,0,No_Failure
2890,M,299.09,308.87,1417,36.92,99.5,0,No_Failure
2891,L,299.48,309.19,1254,39.0,209.0,0,No_Failure
2892,M,299.01,307.75,1672,68.24,74.9,1,Power_Failure
2893,M,300.11,310.76,1485,35.97,6.4,0,No_Failure
2894,M,300.88,311.37,1230,43.14,127.3,0,No_Failure
2895,L,301.71,312.4,1597,39.46,231.5,1,Tool_Wear_Failure
2896,M,299.44,308.68,1460,51.58,71.3,0,No_Failure
2897,L,296.19,304.21,1129,42.38,66.6,0,No_Failure
2898,L,299.03,309.5,1253,37.29,184.5,0,No_Failure
2899,L,300.09,309.42,1374,62.93,193.9,0,No_Failure
2900,L,302.45,311.55,1538,31.4,108.9,0,No_Failure
2901,L,298.86,307.61,1642,38.06,208.4,0,No_Failure
2902,M,301.03,310.75,1636,49.16,46.0,0,No_Failure
2903,L,300.58,312.16,1609,31.82,91.8,0,No_Failure
2904,L,300.09,309.58,1494,47.66,101.1,0,No_Failure
2905,L,301.86,310.77,1810,35.21,78.2,0,No_Failure
2906,L,298.68,309.33,1626,50.03,54.4,0,No_Failure
2907,H,298.85,309.02,1540,49.77,89.5,0,No_Failure
2908,L,299.98,307.86,1602,39.1,4.5,0,No_Failure
2909,L,298.72,309.38,1428,30.0,175.8,0,No_Failure
2910,L,301.02,313.14,1490,36.09,171.0,0,No_Failure
2911,L,298.57,305.97,1125,39.85,112.6,1,Heat_Dissipation_Failure
2912,L,300.45,309.22,1430,48.88,80.7,0,No_Failure
2913,M,299.8,306.95,1817,43.21,111.5,0,No_Failure
2914,H,300.43,310.35,1527,45.38,239.1,1,Tool_Wear_Failure
2915,L,299.08,310.07,1519,43.49,150.9,0,No_Failure
2916,M,299.32,309.43,1680,48.46,185.8,0,No_Failure
2917,M,300.19,311.58,1564,38.0,60.4,0,No_Failure
2918,M,300.4,311.23,1358,41.65,26.7,0,No_Failure
2919,L,299.99,311.69,1504,40.28,20.8,0,No_Failure
2920,L,303.41,314.57,1296,35.62,118.0,0,No_Failure
2921,L,298.02,307.62,1533,50.12,179.2,0,No_Failure
2922,M,299.87,309.94,1349,49.91,196.5,0,No_Failure
2923,M,296.85,305.98,1667,52.06,183.1,0,No_Failure
2924,L,300.74,310.51,1408,32.36,228.2,0,No_Failure
2925,L,297.77,307.83,1352,43.51,13.0,0,No_Failure
2926,H,299.44,309.36,1480,50.92,218.8,0,No_Failure
2927,M,299.26,310.6,1566,55.03,168.2,0,No_Failure
2928,H,300.56,310.23,1283,24.91,48.9,0,No_Failure
2929,M,298.89,307.96,1406,39.97,173.6,0,No_Failure
2930,L,298.81,307.94,1519,38.11,127.9,0,No_Failure
2931,L,302.87,313.53,1741,55.91,89.8,0,No_Failure
2932,M,300.57,309.17,1045,17.91,65.0,1,Power_Failure
2933,L,298.88,308.68,1611,29.53,116.0,0,No_Failure
2934,L,299.5,310.83,1431,54.33,59.8,0,No_Failure
2935,M,303.29,313.58,1411,35.3,23.7,0,No_Failure
2936,L,299.53,309.46,1377,26.99,211.5,0,No_Failure
2937,M,298.62,308.59,1434,55.12,151.2,0,No_Failure
2938,L,298.63,307.6,1612,25.68,90.9,0,No_Failure
2939,H,298.9,308.04,1403,50.22,116.7,0,No_Failure
2940,L,298.81,308.62,1799,24.4,216.2,0,No_Failure
2941,L,297.44,307.71,1612,25.57,80.0,0,No_Failure
2942,M,297.75,308.7,1536,42.0,98.0,0,No_Failure
2943,L,298.34,308.43,1470,31.52,191.5,0,No_Failure
2944,M,301.18,312.54,1714,42.72,53.1,0,No_Failure
2945,M,299.24,310.84,1740,58.02,167.8,1,Power_Failure
2946,L,299.59,310.38,1291,38.45,108.6,0,No_Failure
2947,L,302.54,313.77,1374,56.28,125.0,0,No_Failure
2948,L,302.59,311.6,1614,43.24,196.7,0,No_Failure
2949,L,299.44,308.29,1669,49.56,248.3,1,Tool_Wear_Failure
2950,H,298.74,309.26,1446,16.47,212.9,1,Power_Failure
2951,M,298.27,306.93,1366,46.36,43.1,0,No_Failure
2952,M,301.39,311.1,1514,44.83,59.1,0,No_Failure
2953,M,299.59,310.36,1766,36.4,105.5,0,No_Failure
2954,L,299.23,310.64,1507,58.96,179.8,0,No_Failure
2955,H,298.37,308.12,1272,35.07,132.3,0,No_Failure
2956,M,298.46,307.81,1520,23.91,228.5,1,Tool_Wear_Failure
2957,M,300.64,310.96,1641,47.82,15.2,0,No_Failure
2958,M,297.37,306.3,1482,25.76,67.6,0,No_Failure
2959,L,301.99,311.82,1726,40.77,54.8,0,No_Failure
2960,M,298.93,308.92,1656,53.4,189.0,0,No_Failure
2961,L,299.7,309.67,1489,44.98,116.2,0,No_Failure
2962,L,297.33,307.41,1508,37.53,3.8,0,No_Failure
2963,L,299.98,309.14,1168,36.49,193.4,0,No_Failure
2964,H,299.34,308.62,1718,52.65,95.5,0,No_Failure
2965,M,299.9,309.15,1441,27.8,68.1,0,No_Failure
2966,M,302.94,311.32,1428,47.75,48.7,0,No_Failure
2967,M,300.36,310.7,1401,61.94,239.5,1,Overstrain_Failure
2968,L,298.41,309.31,1582,45.43,235.5,1,Tool_Wear_Failure
2969,H,298.58,309.37,1297,37.62,24.1,0,No_Failure
2970,L,301.19,310.93,1323,38.4,58.2,0,No_Failure
2971,L,302.6,311.79,1491,35.2,161.5,0,No_Failure
2972,L,300.56,311.31,1387,33.49,167.6,0,No_Failure
2973,M,301.38,312.02,1560,41.18,107.4,0,No_Failure
2974,M,301.22,311.44,1394,46.79,145.1,0,No_Failure
2975,L,302.84,314.58,1787,56.11,175.7,1,Power_Failure
2976,L,296.1,306.07,1625,20.43,237.6,1,Tool_Wear_Failure
2977,M,301.33,311.08,1623,15.61,184.3,0,No_Failure
2978,L,301.97,311.57,1391,56.3,27.6,0,No_Failure
2979,M,297.32,305.76,1933,40.57,182.5,0,No_Failure
2980,H,298.23,308.89,1421,41.1,21.9,0,No_Failure
2981,L,298.3,308.19,1372,45.01,125.6,0,No_Failure
2982,L,298.54,309.05,1627,38.13,131.7,0,No_Failure
2983,M,299.04,310.88,1535,59.75,197.6,0,No_Failure
2984,M,300.49,310.09,1353,44.92,5.9,0,No_Failure
2985,L,301.73,309.39,1895,35.52,218.7,0,No_Failure
2986,H,302.16,312.64,1676,36.42,171.0,0,No_Failure
2987,L,298.32,308.49,1501,38.56,7.8,0,No_Failure
2988,L,298.31,307.58,1932,32.23,40.0,0,No_Failure
2989,M,302.63,313.03,1646,56.89,12.9,0,No_Failure
2990,M,301.29,312.08,1498,41.24,194.5,0,No_Failure
2991,L,300.17,309.22,1911,28.29,42.7,0,No_Failure
2992,M,300.95,310.65,1619,44.05,14.4,0,No_Failure
2993,L,299.94,311.42,1611,54.39,34.5,0,No_Failure
2994,L,301.05,310.33,1430,50.61,139.9,0,No_Failure
2995,L,299.33,309.39,1509,32.4,123.9,0,No_Failure
2996,M,300.54,307.91,1426,28.91,64.6,0,No_Failure
2997,L,296.98,305.5,1759,54.27,235.7,0,No_Failure
2998,L,298.62,308.78,1210,23.76,213.7,0,No_Failure
2999,L,298.65,309.87,1746,43.71,78.6,0,No_Failure
3000,M,299.25,307.89,1342,34.31,121.6,0,No_Failure
3001,M,298.15,308.22,1490,53.14,132.2,0,No_Failure
3002,M,298.93,308.56,1447,29.45,192.0,0,No_Failure
3003,L,296.97,307.92,1406,32.04,107.0,0,No_Failure
3004,M,301.1,309.88,1624,46.17,139.6,0,No_Failure
3005,L,299.83,310.27,1499,47.96,103.1,0,No_Failure
3006,M,296.59,305.94,1380,53.6,193.7,0,No_Failure
3007,H,298.33,308.55,1528,44.73,144.0,0,No_Failure
3008,L,300.67,310.74,1375,43.49,206.9,0,No_Failure
3009,M,298.91,308.66,1403,50.49,16.4,0,No_Failure
3010,L,298.61,309.08,1230,26.29,226.1,1,Tool_Wear_Failure
3011,L,299.85,309.89,1419,31.2,204.8,0,No_Failure
3012,L,300.69,310.55,1589,27.13,204.6,0,No_Failure
3013,L,297.13,306.77,1507,13.14,35.1,1,Power_Failure
3014,L,301.1,311.18,1827,48.42,65.9,0,No_Failure
3015,M,298.4,308.62,1970,54.3,248.1,1,Tool_Wear_Failure
3016,L,299.96,308.98,1416,45.56,237.6,1,Tool_Wear_Failure
3017,M,299.93,309.58,1350,43.8,59.6,0,No_Failure
3018,L,298.95,307.89,1703,40.85,108.2,0,No_Failure
3019,L,297.95,307.91,1560,40.55,39.0,0,No_Failure
3020,M,299.43,308.84,1704,56.95,68.7,0,No_Failure
3021,L,303.25,314.02,1572,55.49,46.2,0,No_Failure
3022,L,297.28,307.95,1465,34.15,20.2,0,No_Failure
3023,M,303.38,312.46,1466,51.09,147.9,0,No_Failure
3024,L,299.48,309.48,1578,52.29,60.2,0,No_Failure
3025,L,300.07,310.71,1462,46.5,248.1,1,Tool_Wear_Failure
3026,L,297.83,307.65,1720,43.88,128.9,0,No_Failure
3027,H,298.46,307.73,1266,43.53,94.8,0,No_Failure
3028,M,298.99,307.9,1719,25.18,231.3,1,Tool_Wear_Failure
3029,M,297.91,308.76,1163,24.29,158.2,0,No_Failure
3030,M,299.58,310.48,1526,47.83,34.8,0,No_Failure
3031,L,299.19,308.98,1440,29.0,124.5,0,No_Failure
3032,L,303.7,314.47,1227,26.11,110.3,0,No_Failure
3033,M,297.67,304.7,1129,19.25,194.3,1,Heat_Dissipation_Failure
3034,L,300.21,311.53,1302,35.24,173.4,0,No_Failure
3035,L,300.5,310.34,1508,43.74,92.7,0,No_Failure
3036,L,297.86,308.0,1392,44.55,117.4,0,No_Failure
3037,L,301.37,311.05,1313,48.51,129.7,0,No_Failure
3038,H,299.2,310.6,1743,36.09,110.6,0,No_Failure
3039,L,295.02,303.95,1278,41.07,26.9,0,No_Failure
3040,L,301.32,312.79,1622,48.46,226.4,1,Tool_Wear_Failure
3041,L,297.77,308.16,1340,44.64,168.1,0,No_Failure
3042,H,297.9,308.53,1298,34.15,122.4,0,No_Failure
3043,L,301.38,311.05,1391,43.0,142.4,0,No_Failure
3044,L,299.31,308.0,1612,20.16,53.3,0,No_Failure
3045,M,301.84,312.77,1253,40.0,135.6,0,No_Failure
3046,M,302.42,312.73,1552,33.82,189.5,0,No_Failure
3047,L,298.71,310.07,1327,55.19,133.4,0,No_Failure
3048,L,301.59,311.39,1359,30.23,120.2,0,No_Failure
3049,L,298.49,308.07,1572,41.17,115.6,0,No_Failure
3050,L,304.47,315.85,1891,35.71,190.4,0,No_Failure
3051,L,298.61,310.53,1336,34.42,188.3,0,No_Failure
3052,L,302.05,312.06,1630,43.77,187.5,0,No_Failure
3053,L,301.69,310.93,1444,35.82,61.5,0,No_Failure
3054,L,300.63,311.44,1415,58.52,154.5,0,No_Failure
3055,M,298.66,308.4,1693,20.25,197.7,0,No_Failure
3056,H,299.7,310.3,1348,46.31,145.5,0,No_Failure
3057,M,295.69,305.43,1292,39.15,197.7,0,No_Failure
3058,L,300.45,312.01,1583,39.5,213.6,0,No_Failure
3059,L,300.7,310.0,1787,43.02,43.5,0,No_Failure
3060,H,300.27,310.75,1635,49.98,81.6,0,No_Failure
3061,L,294.05,303.56,1247,42.65,150.3,0,No_Failure
3062,L,297.47,307.19,1389,50.01,72.4,0,No_Failure
3063,L,298.5,308.09,1676,40.46,235.3,1,Tool_Wear_Failure
3064,M,300.58,311.32,1785,29.66,51.5,0,No_Failure
3065,M,300.58,311.5,1541,39.11,92.2,0,No_Failure
3066,L,299.66,310.22,1396,51.53,248.6,1,Tool_Wear_Failure
3067,L,301.27,311.16,1796,35.89,47.3,0,No_Failure
3068,H,297.95,308.09,1487,29.17,117.2,0,No_Failure
3069,L,301.22,312.12,1391,46.19,78.4,0,No_Failure
3070,M,300.95,311.88,1361,43.37,205.4,0,No_Failure
3071,M,300.76,308.06,1285,32.29,79.0,1,Heat_Dissipation_Failure
3072,M,299.64,309.36,2010,37.67,43.4,0,No_Failure
3073,L,303.66,313.44,1756,38.18,233.3,0,No_Failure
3074,L,300.99,311.66,1382,40.06,79.4,0,No_Failure
3075,L,298.06,308.0,1812,46.47,185.4,0,No_Failure
3076,M,300.5,311.22,1596,35.95,75.6,0,No_Failure
3077,H,301.5,310.43,1585,46.98,49.6,0,No_Failure
3078,L,298.82,309.08,1371,34.67,200.6,0,No_Failure
3079,L,302.18,313.08,1407,56.66,13.9,0,No_Failure
3080,H,300.76,309.29,1492,56.88,88.0,0,No_Failure
3081,M,295.32,307.83,1146,31.44,198.0,0,No_Failure
3082,M,300.6,311.79,1412,27.74,131.0,0,No_Failure
3083,L,299.19,309.19,1501,49.78,172.4,0,No_Failure
3084,L,301.07,310.25,1736,42.58,16.7,0,No_Failure
3085,M,301.89,311.71,1389,45.52,190.5,0,No_Failure
3086,M,300.39,310.47,1646,33.45,46.0,0,No_Failure
3087,L,303.33,313.77,1129,38.68,202.2,0,No_Failure
3088,L,299.64,311.14,1710,36.55,141.0,0,No_Failure
3089,L,301.25,310.77,1338,43.04,184.8,0,No_Failure
3090,L,301.61,312.17,1523,27.54,53.2,0,No_Failure
3091,L,299.81,308.51,1573,39.01,98.9,0,No_Failure
3092,H,301.56,311.14,1538,27.44,205.5,0,No_Failure
3093,L,298.81,309.19,1481,34.84,227.7,1,Tool_Wear_Failure
3094,M,299.15,309.85,1277,39.03,59.6,0,No_Failure
3095,L,297.38,306.62,1340,45.07,198.3,0,No_Failure
3096,M,300.48,310.04,1679,45.9,30.1,0,No_Failure
3097,H,300.65,312.11,1392,47.61,111.4,0,No_Failure
3098,L,302.36,313.52,1481,25.17,234.7,1,Tool_Wear_Failure
3099,L,301.58,311.79,1231,52.64,236.3,0,No_Failure
3100,L,299.43,307.19,1655,33.55,74.2,0,No_Failure
3101,L,297.64,310.15,1262,34.28,48.2,0,No_Failure
3102,M,300.87,310.85,1665,42.69,40.4,0,No_Failure
3103,H,302.22,311.91,1309,36.63,125.2,0,No_Failure
3104,L,301.51,310.99,1683,43.62,23.0,0,No_Failure
3105,L,302.17,312.55,1502,45.47,89.2,0,No_Failure
3106,L,299.58,309.96,1399,32.37,4.3,0,No_Failure
3107,M,299.07,310.02,1788,38.16,67.8,0,No_Failure
3108,L,298.53,307.6,1488,38.46,225.1,1,Tool_Wear_Failure
3109,L,299.89,309.58,1435,49.58,111.7,0,No_Failure
3110,M,299.84,311.87,1664,35.35,21.4,0,No_Failure
3111,M,300.41,310.64,1234,34.91,164.7,0,No_Failure
3112,L,299.74,309.57,1045,29.78,238.9,1,Tool_Wear_Failure
3113,M,299.73,308.79,1708,30.9,118.9,0,No_Failure
3114,L,298.45,308.95,1349,26.49,156.1,0,No_Failure
3115,L,301.88,312.91,1656,32.97,229.9,0,No_Failure
3116,M,300.15,311.03,1508,55.94,107.8,0,No_Failure
3117,M,299.65,309.39,1290,46.91,169.1,0,No_Failure
3118,L,298.51,308.87,1609,52.77,110.2,0,No_Failure
3119,L,297.34,309.01,1426,30.5,240.5,1,Tool_Wear_Failure
3120,L,302.62,313.69,1306,20.52,126.0,0,No_Failure
3121,L,301.11,310.33,1311,43.16,221.4,0,No_Failure
3122,L,296.75,304.21,1188,58.54,126.8,1,Heat_Dissipation_Failure
3123,L,301.53,311.82,1573,35.15,167.1,0,No_Failure
3124,L,301.84,312.64,1332,41.02,96.5,0,No_Failure
3125,M,300.25,309.16,1494,24.3,232.4,1,Tool_Wear_Failure
3126,M,303.2,313.19,1467,40.28,164.7,0,No_Failure
3127,M,300.43,310.17,1331,38.75,8.0,0,No_Failure
3128,L,297.17,307.27,1226,19.07,3.9,1,Power_Failure
3129,H,300.73,310.19,1956,29.63,174.0,0,No_Failure
3130,M,300.49,311.78,1491,28.83,31.6,0,No_Failure
3131,M,298.79,308.94,1828,24.2,182.0,0,No_Failure
3132,M,301.15,310.27,1710,32.75,83.5,0,No_Failure
3133,H,296.66,307.58,1442,45.09,139.7,0,No_Failure
3134,L,301.98,310.72,1533,33.67,43.6,0,No_Failure
3135,L,298.24,309.53,1527,51.48,61.6,0,No_Failure
3136,M,298.03,309.02,1832,36.37,112.2,0,No_Failure
3137,M,299.77,311.16,1649,43.26,169.4,0,No_Failure
3138,M,300.87,310.71,1355,44.97,41.9,0,No_Failure
3139,L,300.33,309.83,1563,55.34,70.3,0,No_Failure
3140,L,298.51,308.6,1645,32.84,51.7,0,No_Failure
3141,L,298.99,308.9,1288,44.42,215.7,0,No_Failure
3142,H,297.73,307.08,1589,30.53,167.0,0,No_Failure
3143,L,299.55,309.0,1742,57.22,117.1,0,No_Failure
3144,L,302.15,311.78,1346,29.6,236.7,1,Tool_Wear_Failure
3145,L,299.99,308.82,1371,43.84,184.0,0,No_Failure
3146,L,301.72,312.4,1709,55.59,233.1,1,Tool_Wear_Failure
3147,M,302.91,312.86,1436,28.03,152.4,0,No_Failure
3148,M,298.82,308.52,1323,45.95,37.5,0,No_Failure
3149,M,299.63,308.52,1659,30.07,171.9,0,No_Failure
3150,L,304.34,313.18,1604,63.28,50.4,1,Power_Failure
3151,M,302.89,314.82,1517,21.09,89.5,0,No_Failure
3152,L,296.66,306.03,1702,24.83,127.4,0,No_Failure
3153,M,300.77,311.38,1715,28.78,42.3,0,No_Failure
3154,L,300.0,310.16,1485,29.11,5.2,0,No_Failure
3155,L,301.65,308.88,1855,45.21,81.8,0,No_Failure
3156,M,298.51,310.3,1785,58.0,209.1,1,Power_Failure
3157,H,298.32,309.0,1143,51.55,8.8,0,No_Failure
3158,L,298.65,307.88,1315,42.34,27.4,0,No_Failure
3159,M,298.86,308.83,1094,40.1,204.7,0,No_Failure
3160,L,301.63,310.48,1442,33.94,76.5,0,No_Failure
3161,L,297.64,309.46,1282,43.91,234.6,0,No_Failure
3162,L,298.75,307.85,1353,37.91,95.1,0,No_Failure
3163,L,296.42,305.9,1696,41.89,199.2,0,No_Failure
3164,L,302.01,311.28,1184,32.59,64.7,0,No_Failure
3165,L,302.54,312.62,1523,27.98,15.5,0,No_Failure
3166,L,299.35,310.72,1522,40.25,220.4,0,No_Failure
3167,H,299.4,311.19,1485,40.03,236.8,1,Tool_Wear_Failure
3168,L,300.91,310.51,1524,34.04,177.0,0,No_Failure
3169,M,302.95,313.33,1098,32.33,195.5,0,No_Failure
3170,L,300.82,310.9,1354,45.58,1.8,0,No_Failure
3171,M,298.6,307.62,1778,44.55,191.5,0,No_Failure
3172,L,296.76,309.18,1285,58.77,118.0,0,No_Failure
3173,L,297.77,309.13,1800,53.81,113.2,0,No_Failure
3174,L,300.15,310.34,1247,28.06,135.0,0,No_Failure
3175,L,298.69,310.27,1225,38.09,67.8,0,No_Failure
3176,L,300.39,311.6,1329,26.35,174.1,0,No_Failure
3177,M,298.89,308.98,1703,21.61,76.9,0,No_Failure
3178,M,297.88,308.21,1402,61.95,142.7,0,No_Failure
3179,M,297.65,309.16,1562,54.8,37.2,0,No_Failure
3180,M,303.12,312.18,1513,33.7,171.8,0,No_Failure
3181,L,301.78,313.45,1490,52.43,47.4,0,No_Failure
3182,L,303.46,313.24,1729,53.92,42.6,0,No_Failure
3183,L,301.08,312.6,1639,20.8,6.1,0,No_Failure
3184,L,299.14,309.13,1294,48.51,30.4,0,No_Failure
3185,L,302.65,312.98,1450,35.08,58.1,0,No_Failure
3186,L,299.93,309.9,1814,43.83,55.6,0,No_Failure
3187,L,300.44,309.91,1558,70.1,81.9,1,Power_Failure
3188,L,299.91,309.64,1229,55.85,13.6,0,No_Failure
3189,M,294.11,305.49,1241,38.72,236.8,1,Tool_Wear_Failure
3190,M,303.21,310.9,1660,54.22,32.8,0,No_Failure
3191,L,300.98,309.74,1626,20.78,175.5,0,No_Failure
3192,H,300.66,309.93,1334,45.04,138.8,0,No_Failure
3193,H,299.88,308.8,1635,45.27,143.2,0,No_Failure
3194,L,300.33,311.84,1788,47.06,26.4,0,No_Failure
3195,L,298.81,310.06,1762,34.92,60.8,0,No_Failure
3196,L,301.23,311.83,1789,43.82,195.0,0,No_Failure
3197,H,297.39,306.75,1600,48.56,120.9,0,No_Failure
3198,M,300.37,311.71,1468,16.77,117.3,0,No_Failure
3199,L,301.12,309.54,1428,36.84,136.5,0,No_Failure
3200,L,299.6,311.74,1497,30.97,108.5,0,No_Failure
3201,L,300.74,310.06,1342,46.62,201.5,0,No_Failure
3202,L,298.02,307.76,1435,53.78,187.2,0,No_Failure
3203,L,298.07,307.64,1730,33.88,79.3,0,No_Failure
3204,M,300.47,309.4,1210,29.11,206.0,0,No_Failure
3205,M,301.36,313.28,1223,41.17,132.7,0,No_Failure
3206,M,296.25,307.04,1649,28.47,159.9,0,No_Failure
3207,M,301.04,312.26,1437,37.74,219.5,0,No_Failure
3208,M,298.91,307.69,1153,36.68,122.0,0,No_Failure
3209,L,299.61,309.8,1489,45.8,189.1,0,No_Failure
3210,M,297.32,307.84,1463,43.15,160.0,0,No_Failure
3211,L,298.3,308.57,1422,41.61,106.7,0,No_Failure
3212,M,301.93,310.77,1623,56.37,200.3,0,No_Failure
3213,L,300.07,311.14,1260,42.7,26.3,0,No_Failure
3214,M,299.23,309.36,1502,35.82,148.3,0,No_Failure
3215,L,299.77,308.81,1462,37.05,11.6,0,No_Failure
3216,L,300.98,309.12,1507,32.36,39.0,0,No_Failure
3217,L,300.88,311.49,1188,29.81,149.7,0,No_Failure
3218,L,299.85,312.3,1406,26.11,76.9,0,No_Failure
3219,M,302.19,311.17,1504,51.34,68.6,0,No_Failure
3220,M,301.94,312.11,1597,32.82,242.0,0,No_Failure
3221,L,300.83,311.94,1832,43.16,91.5,0,No_Failure
3222,L,300.11,308.84,1645,37.0,141.2,0,No_Failure
3223,L,301.31,310.83,1583,39.71,133.6,0,No_Failure
3224,L,300.63,309.77,1729,51.54,15.5,0,No_Failure
3225,L,302.12,313.11,1445,41.77,168.6,0,No_Failure
3226,M,301.8,313.12,1780,30.77,131.2,0,No_Failure
3227,L,297.96,308.12,1701,34.36,95.4,0,No_Failure
3228,L,297.83,306.99,1420,48.6,16.5,0,No_Failure
3229,L,298.6,308.15,1846,44.83,73.3,0,No_Failure
3230,L,301.95,311.32,1580,49.22,221.0,0,No_Failure
3231,L,296.85,305.87,1895,37.61,43.4,0,No_Failure
3232,M,300.79,310.69,1555,26.04,57.8,0,No_Failure
3233,L,300.73,311.3,1399,45.07,51.3,0,No_Failure
3234,L,302.33,312.82,1362,42.53,222.7,0,No_Failure
3235,L,300.36,310.35,1436,42.79,175.0,0,No_Failure
3236,L,297.31,307.37,1397,26.18,220.5,0,No_Failure
3237,L,298.08,308.0,1729,33.6,228.4,0,No_Failure
3238,H,297.64,306.34,1495,30.62,237.0,1,Tool_Wear_Failure
3239,M,298.92,309.08,1209,43.99,124.4,0,No_Failure
3240,L,299.63,309.05,1538,44.34,119.1,0,No_Failure
3241,L,297.67,306.32,1523,39.57,207.2,0,No_Failure
3242,L,302.94,313.31,1416,49.68,83.0,0,No_Failure
3243,L,297.35,306.74,1548,54.91,5.6,0,No_Failure
3244,M,302.69,312.92,1492,43.53,85.9,0,No_Failure
3245,M,302.37,313.22,1614,46.71,182.1,0,No_Failure
3246,L,301.8,310.85,1603,34.58,30.9,0,No_Failure
3247,L,298.61,308.7,1566,32.75,196.2,0,No_Failure
3248,L,300.68,308.87,1266,50.1,203.9,0,No_Failure
3249,M,297.45,308.98,1881,31.25,28.2,0,No_Failure
3250,M,301.82,310.46,1220,46.97,27.5,0,No_Failure
3251,L,299.85,309.34,1477,57.19,49.7,0,No_Failure
3252,L,299.18,310.52,1303,46.53,89.1,0,No_Failure
3253,M,297.55,307.32,1571,39.19,136.2,0,No_Failure
3254,L,295.04,303.85,1525,26.6,121.4,0,No_Failure
3255,L,297.92,308.64,1470,41.63,213.3,0,No_Failure
3256,L,302.23,312.92,1773,50.09,35.6,0,No_Failure
3257,M,299.19,308.56,1700,38.21,177.4,0,No_Failure
3258,L,299.66,309.14,1441,50.21,137.2,0,No_Failure
3259,L,301.31,310.88,1645,43.65,184.2,0,No_Failure
3260,M,303.61,313.4,1782,42.91,88.5,0,No_Failure
3261,L,302.65,310.76,1698,36.83,117.8,0,No_Failure
3262,L,298.06,307.87,1475,25.44,7.1,0,No_Failure
3263,L,296.11,307.9,1214,35.75,29.0,0,No_Failure
3264,L,304.72,313.82,1558,35.67,93.7,0,No_Failure
3265,M,304.54,313.95,1620,45.75,123.3,0,No_Failure
3266,L,300.38,309.19,1361,39.85,21.4,0,No_Failure
